City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
241,farafangana,10,MG,1595624378,79,-22.82,47.83,63.7,11.34
242,aksu,0,CN,1595624378,32,41.12,80.26,76.23,0.45
243,otradnoye,40,RU,1595624379,87,59.78,30.82,55,4.47
244,severo-kurilsk,100,RU,1595624379,86,50.68,156.12,49.96,7.11
245,upernavik,44,GL,1595624379,78,72.79,-56.15,46.62,3.38
246,vuktyl,3,RU,1595624379,59,63.86,57.31,56.44,6.71
247,bethel,1,US,1595624299,57,41.37,-73.41,82,3.36
248,bozeman,1,US,1595624380,30,45.68,-111.04,82,17.22
249,chuy,100,UY,1595624380,91,-33.7,-53.46,48.02,9.33
250,constitucion,0,CL,1595624185,66,-35.33,-72.42,51.13,4.76
251,nhulunbuy,5,AU,1595624381,94,-12.23,136.77,69.8,5.82
252,jhawarian,0,PK,1595624381,32,32.36,72.62,92.86,3.09
253,ivankiv,51,UA,1595624381,52,50.94,29.89,66.2,4.47
254,the valley,20,AI,1595624382,70,18.22,-63.06,87.8,14.99
255,rawson,89,AR,1595624382,56,-43.3,-65.1,44.92,18.39
256,kongolo,13,CD,1595624382,36,-5.38,27,74.01,5.61
257,jiwani,73,PK,1595624382,83,25.05,61.74,83.44,10.58
258,faanui,0,PF,1595624383,78,-16.48,-151.75,77.49,21.32
259,del rio,20,US,1595624126,29,29.36,-100.9,102.2,9.17
260,clyde river,40,CA,1595624383,76,70.47,-68.59,51.8,9.17
261,sundsvall,100,SE,1595624384,87,62.39,17.31,55.99,5.82
262,lufilufi,67,WS,1595624384,83,-13.87,-171.6,80.01,4
263,yenagoa,99,NG,1595624384,93,4.92,6.26,75.11,4.29
264,port macquarie,40,AU,1595624384,93,-31.43,152.92,48.99,1.68
265,isangel,24,VU,1595624385,83,-19.55,169.27,75.2,9.17
266,palmas bellas,97,PA,1595624385,78,9.23,-80.09,81,5.01
267,peplos,0,GR,1595624386,36,40.96,26.27,80.6,11.41
268,pauini,65,BR,1595624386,48,-7.71,-66.98,89.42,1.05
269,kisangani,32,CD,1595624386,90,0.52,25.2,72.5,1.63
270,newport,100,GB,1595624386,94,51.59,-3,64.99,1.99
271,laredo,40,US,1595624294,35,27.51,-99.51,100.4,5.82
